UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
11983834,"Shi H, Vigneau-Callahan KE, Shestopalov AI, Milbury PE, Matson WR, Kristal BS","2002","May","Characterization of diet-dependent metabolic serotypes: primary validation of male and female serotypes in independent cohorts of rats.","Shi H, Vigneau-Callahan KE, Shestopalov AI, Milbury PE, Matson WR, Kristal BS.Characterization of diet-dependent metabolic serotypes: primary validation of male and female serotypes in independent cohorts of rats. J Nutr. 2002 May; 132(5):1039-46." 
12052178,"Rajendran M, Ellington AD","2002","Jun","Selecting nucleic acids for biosensor applications.","Rajendran M, Ellington AD.Selecting nucleic acids for biosensor applications. Comb Chem High Throughput Screen. 2002 Jun; 5(4):263-70." 
12052676,"Schilter B, Constable A","2002","Feb","Regulatory control of genetically modified (GM) foods: likely developments.","Schilter B, Constable A.Regulatory control of genetically modified (GM) foods: likely developments. Toxicol Lett. 2002 Feb 28; 127(1-3):341-9." 
12102519,"Tuberosa R, Salvi S, Sanguineti MC, Landi P, Maccaferri M, Conti S","2002","Jun","Mapping QTLs regulating morpho-physiological traits and yield: case studies, shortcomings and perspectives in drought-stressed maize.","Tuberosa R, Salvi S, Sanguineti MC, Landi P, Maccaferri M, Conti S.Mapping QTLs regulating morpho-physiological traits and yield: case studies, shortcomings and perspectives in drought-stressed maize. Ann Bot. 2002 Jun; 89 Spec No:941-63." 
12103361,"Buchholz A, Hurlebaus J, Wandrey C, Takors R","2002","Jun","Metabolomics: quantification of intracellular metabolite dynamics.","Buchholz A, Hurlebaus J, Wandrey C, Takors R.Metabolomics: quantification of intracellular metabolite dynamics. Biomol Eng. 2002 Jun; 19(1):5-15." 
12139307,"Watkins SM, German JB","2002","Jun","Metabolomics and biochemical profiling in drug discovery and development.","Watkins SM, German JB.Metabolomics and biochemical profiling in drug discovery and development. Curr Opin Mol Ther. 2002 Jun; 4(3):224-8." 
12139433,"Mendes P","2002","Jun","Emerging bioinformatics for the metabolome.","Mendes P.Emerging bioinformatics for the metabolome. Brief Bioinform. 2002 Jun; 3(2):134-45." 
12146788,"Holtorf H, Guitton MC, Reski R","2002","Jun","Plant functional genomics.","Holtorf H, Guitton MC, Reski R.Plant functional genomics. Naturwissenschaften. 2002 Jun; 89(6):235-49." 
12176975,"Xu J, Xiao G, Trujillo C, Chang V, Blanco L, Joseph SB, Bassilian S, Saad MF, Tontonoz P, Lee WN, Kurland IJ","2002","Dec","Peroxisome proliferator-activated receptor alpha (PPARalpha) influences substrate utilization for hepatic glucose production.","Xu J, Xiao G, Trujillo C, Chang V, Blanco L, Joseph SB, Bassilian S, Saad MF, Tontonoz P, Lee WN, Kurland IJ.Peroxisome proliferator-activated receptor alpha (PPARalpha) influences substrate utilization for hepatic glucose production. J Biol Chem. 2002 Dec 27; 277(52):50237-44." 
12209793,"Förster J, Gombert AK, Nielsen J","2002","Sep","A functional genomics approach using metabolomics and in silico pathway analysis.","Förster J, Gombert AK, Nielsen J.A functional genomics approach using metabolomics and in silico pathway analysis. Biotechnol Bioeng. 2002 Sep 30; 79(7):703-12." 
12221197,"German JB, Roberts MA, Fay L, Watkins SM","2002","Sep","Metabolomics and individual metabolic assessment: the next great challenge for nutrition.","German JB, Roberts MA, Fay L, Watkins SM.Metabolomics and individual metabolic assessment: the next great challenge for nutrition. J Nutr. 2002 Sep; 132(9):2486-7." 
12230551,"de la Fuente A, Snoep JL, Westerhoff HV, Mendes P","2002","Sep","Metabolic control in integrated biochemical systems.","de la Fuente A, Snoep JL, Westerhoff HV, Mendes P.Metabolic control in integrated biochemical systems. Eur J Biochem. 2002 Sep; 269(18):4399-408." 
12238817,"Liu R, Rohe B, Carson DD, Farach-Carson MC","2002","Aug","A rapid and simple nonradioactive method for in vitro testing of ribozyme activity.","Liu R, Rohe B, Carson DD, Farach-Carson MC.A rapid and simple nonradioactive method for in vitro testing of ribozyme activity. Antisense Nucleic Acid Drug Dev. 2002 Aug; 12(4):283-8." 
12241064,"Kell DB","2002","","Metabolomics and machine learning: explanatory analysis of complex metabolome data using genetic programming to produce simple, robust rules.","Kell DB.Metabolomics and machine learning: explanatory analysis of complex metabolome data using genetic programming to produce simple, robust rules. Mol Biol Rep. 2002; 29(1-2):237-41." 
12241077,"Curtis RK, Brand MD","2002","","Control analysis of DNA microarray expression data.","Curtis RK, Brand MD.Control analysis of DNA microarray expression data. Mol Biol Rep. 2002; 29(1-2):67-71." 
12378948,"Reo NV","2002","Nov","NMR-based metabolomics.","Reo NV.NMR-based metabolomics. Drug Chem Toxicol. 2002 Nov; 25(4):375-82." 
12386008,"Taylor J, King RD, Altmann T, Fiehn O","2002","","Application of metabolomics to plant genotype discrimination using statistics and machine learning.","Taylor J, King RD, Altmann T, Fiehn O.Application of metabolomics to plant genotype discrimination using statistics and machine learning. Bioinformatics. 2002; 18 Suppl 2:S241-8." 
12388855,"Balls M","2002","","Future improvements: replacement in vitro methods.","Balls M.Future improvements: replacement in vitro methods. ILAR J. 2002; 43 Suppl:S69-73." 
12401879,"Watkins SM, Reifsnyder PR, Pan HJ, German JB, Leiter EH","2002","Nov","Lipid metabolome-wide effects of the PPARgamma agonist rosiglitazone.","Watkins SM, Reifsnyder PR, Pan HJ, German JB, Leiter EH.Lipid metabolome-wide effects of the PPARgamma agonist rosiglitazone. J Lipid Res. 2002 Nov; 43(11):1809-17." 
12427274,"Aharoni A, Ric de Vos CH, Verhoeven HA, Maliepaard CA, Kruppa G, Bino R, Goodenowe DB","2002","","Nontargeted metabolome analysis by use of Fourier Transform Ion Cyclotron Mass Spectrometry.","Aharoni A, Ric de Vos CH, Verhoeven HA, Maliepaard CA, Kruppa G, Bino R, Goodenowe DB.Nontargeted metabolome analysis by use of Fourier Transform Ion Cyclotron Mass Spectrometry. OMICS. 2002; 6(3):217-34." 
12427275,"Joshi L, Van Eck JM, Mayo K, Di Silvestro R, Blake Nieto ME, Ganapathi T, Haridas V, Gutterman JU, Arntzen CJ","2002","","Metabolomics of plant saponins: bioprospecting triterpene glycoside diversity with respect to mammalian cell targets.","Joshi L, Van Eck JM, Mayo K, Di Silvestro R, Blake Nieto ME, Ganapathi T, Haridas V, Gutterman JU, Arntzen CJ.Metabolomics of plant saponins: bioprospecting triterpene glycoside diversity with respect to mammalian cell targets. OMICS. 2002; 6(3):235-46." 
12459346,"Watkins SM, German JB","2002","Oct","Toward the implementation of metabolomic assessments of human health and nutrition.","Watkins SM, German JB.Toward the implementation of metabolomic assessments of human health and nutrition. Curr Opin Biotechnol. 2002 Oct; 13(5):512-6." 
12459347,"van Ommen B, Stierum R","2002","Oct","Nutrigenomics: exploiting systems biology in the nutrition and health arena.","van Ommen B, Stierum R.Nutrigenomics: exploiting systems biology in the nutrition and health arena. Curr Opin Biotechnol. 2002 Oct; 13(5):517-21." 
12469351,"Britz-McKibbin P, Terabe S","2002","","High-sensitivity analyses of metabolites in biological samples by capillary electrophoresis using dynamic pH junction-sweeping.","Britz-McKibbin P, Terabe S.High-sensitivity analyses of metabolites in biological samples by capillary electrophoresis using dynamic pH junction-sweeping. Chem Rec. 2002; 2(6):397-404." 
12482950,"Mougous JD, Leavell MD, Senaratne RH, Leigh CD, Williams SJ, Riley LW, Leary JA, Bertozzi CR","2002","Dec","Discovery of sulfated metabolites in mycobacteria with a genetic and mass spectrometric approach.","Mougous JD, Leavell MD, Senaratne RH, Leigh CD, Williams SJ, Riley LW, Leary JA, Bertozzi CR.Discovery of sulfated metabolites in mycobacteria with a genetic and mass spectrometric approach. Proc Natl Acad Sci U S A. 2002 Dec 24; 99(26):17037-42." 
12508069,"Foyer CH, Parry M, Noctor G","2003","Jan","Markers and signals associated with nitrogen assimilation in higher plants.","Foyer CH, Parry M, Noctor G.Markers and signals associated with nitrogen assimilation in higher plants. J Exp Bot. 2003 Jan; 54(382):585-93." 
12576063,"Britz-McKibbin P, Markuszewski MJ, Iyanagi T, Matsuda K, Nishioka T, Terabe S","2003","Feb","Picomolar analysis of flavins in biological samples by dynamic pH junction-sweeping capillary electrophoresis with laser-induced fluorescence detection.","Britz-McKibbin P, Markuszewski MJ, Iyanagi T, Matsuda K, Nishioka T, Terabe S.Picomolar analysis of flavins in biological samples by dynamic pH junction-sweeping capillary electrophoresis with laser-induced fluorescence detection. Anal Biochem. 2003 Feb 1; 313(1):89-96." 
12576070,"Maharjan RP, Ferenci T","2003","Feb","Global metabolite analysis: the influence of extraction methodology on metabolome profiles of Escherichia coli.","Maharjan RP, Ferenci T.Global metabolite analysis: the influence of extraction methodology on metabolome profiles of Escherichia coli. Anal Biochem. 2003 Feb 1; 313(1):145-54." 
12590110,"Sumner LW, Mendes P, Dixon RA","2003","Mar","Plant metabolomics: large-scale phytochemistry in the functional genomics era.","Sumner LW, Mendes P, Dixon RA.Plant metabolomics: large-scale phytochemistry in the functional genomics era. Phytochemistry. 2003 Mar; 62(6):817-36." 
12590111,"Schwab W","2003","Mar","Metabolome diversity: too few genes, too many metabolites?","Schwab W.Metabolome diversity: too few genes, too many metabolites? Phytochemistry. 2003 Mar; 62(6):837-49." 
12590115,"Fiehn O","2003","Mar","Metabolic networks of Cucurbita maxima phloem.","Fiehn O.Metabolic networks of Cucurbita maxima phloem. Phytochemistry. 2003 Mar; 62(6):875-86." 
12590117,"Ketchum RE, Rithner CD, Qiu D, Kim YS, Williams RM, Croteau RB","2003","Mar","Taxus metabolomics: methyl jasmonate preferentially induces production of taxoids oxygenated at C-13 in Taxus x media cell cultures.","Ketchum RE, Rithner CD, Qiu D, Kim YS, Williams RM, Croteau RB.Taxus metabolomics: methyl jasmonate preferentially induces production of taxoids oxygenated at C-13 in Taxus x media cell cultures. Phytochemistry. 2003 Mar; 62(6):901-9." 
12590120,"Castrillo JI, Hayes A, Mohammed S, Gaskell SJ, Oliver SG","2003","Mar","An optimized protocol for metabolome analysis in yeast using direct infusion electrospray mass spectrometry.","Castrillo JI, Hayes A, Mohammed S, Gaskell SJ, Oliver SG.An optimized protocol for metabolome analysis in yeast using direct infusion electrospray mass spectrometry. Phytochemistry. 2003 Mar; 62(6):929-37." 
12590125,"Yamazaki M, Nakajima J, Yamanashi M, Sugiyama M, Makita Y, Springob K, Awazuhara M, Saito K","2003","Mar","Metabolomics and differential gene expression in anthocyanin chemo-varietal forms of Perilla frutescens.","Yamazaki M, Nakajima J, Yamanashi M, Sugiyama M, Makita Y, Springob K, Awazuhara M, Saito K.Metabolomics and differential gene expression in anthocyanin chemo-varietal forms of Perilla frutescens. Phytochemistry. 2003 Mar; 62(6):987-95." 
12590126,"Verdonk JC, Ric de Vos CH, Verhoeven HA, Haring MA, van Tunen AJ, Schuurink RC","2003","Mar","Regulation of floral scent production in petunia revealed by targeted metabolomics.","Verdonk JC, Ric de Vos CH, Verhoeven HA, Haring MA, van Tunen AJ, Schuurink RC.Regulation of floral scent production in petunia revealed by targeted metabolomics. Phytochemistry. 2003 Mar; 62(6):997-1008." 
12590127,"Defernez M, Colquhoun IJ","2003","Mar","Factors affecting the robustness of metabolite fingerprinting using 1H NMR spectra.","Defernez M, Colquhoun IJ.Factors affecting the robustness of metabolite fingerprinting using 1H NMR spectra. Phytochemistry. 2003 Mar; 62(6):1009-17." 
12622368,"Liu S, Griffiths WJ, Sjövall J","2003","Feb","Capillary liquid chromatography/electrospray mass spectrometry for analysis of steroid sulfates in biological samples.","Liu S, Griffiths WJ, Sjövall J.Capillary liquid chromatography/electrospray mass spectrometry for analysis of steroid sulfates in biological samples. Anal Chem. 2003 Feb 15; 75(4):791-7." 
12650262,"Markuszewski MJ, Britz-McKibbin P, Terabe S, Matsuda K, Nishioka T","2003","Mar","Determination of pyridine and adenine nucleotide metabolites in Bacillus subtilis cell extract by sweeping borate complexation capillary electrophoresis.","Markuszewski MJ, Britz-McKibbin P, Terabe S, Matsuda K, Nishioka T.Determination of pyridine and adenine nucleotide metabolites in Bacillus subtilis cell extract by sweeping borate complexation capillary electrophoresis. J Chromatogr A. 2003 Mar 14; 989(2):293-301." 
12670695,"Jiao Z, Baba T, Mori H, Shimizu K","2003","Mar","Analysis of metabolic and physiological responses to gnd knockout in Escherichia coli by using C-13 tracer experiment and enzyme activity measurement.","Jiao Z, Baba T, Mori H, Shimizu K.Analysis of metabolic and physiological responses to gnd knockout in Escherichia coli by using C-13 tracer experiment and enzyme activity measurement. FEMS Microbiol Lett. 2003 Mar 28; 220(2):295-301." 
12705319,"Falus A","2003","","Histamine, part of the metabolome.","Falus A.Histamine, part of the metabolome. Acta Biol Hung. 2003; 54(1):27-34." 
12714643,"Satake M, Dmochowska B, Nishikawa Y, Madaj J, Xue J, Guo Z, Reddy DV, Rinaldi PL, Monnier VM","2003","May","Vitamin C metabolomic mapping in the lens with 6-deoxy-6-fluoro-ascorbic acid and high-resolution 19F-NMR spectroscopy.","Satake M, Dmochowska B, Nishikawa Y, Madaj J, Xue J, Guo Z, Reddy DV, Rinaldi PL, Monnier VM.Vitamin C metabolomic mapping in the lens with 6-deoxy-6-fluoro-ascorbic acid and high-resolution 19F-NMR spectroscopy. Invest Ophthalmol Vis Sci. 2003 May; 44(5):2047-58." 
12730471,"Young VR","2003","May","Trace element biology: the knowledge base and its application for the nutrition of individuals and populations.","Young VR.Trace element biology: the knowledge base and its application for the nutrition of individuals and populations. J Nutr. 2003 May; 133(5 Suppl 1):1581S-7S." 
12732314,"Stitt M, Fernie AR","2003","Apr","From measurements of metabolites to metabolomics: an 'on the fly' perspective illustrated by recent studies of carbon-nitrogen interactions.","Stitt M, Fernie AR.From measurements of metabolites to metabolomics: an 'on the fly' perspective illustrated by recent studies of carbon-nitrogen interactions. Curr Opin Biotechnol. 2003 Apr; 14(2):136-44." 
12732326,"Hofmann G, McIntyre M, Nielsen J","2003","Apr","Fungal genomics beyond Saccharomyces cerevisiae?","Hofmann G, McIntyre M, Nielsen J.Fungal genomics beyond Saccharomyces cerevisiae? Curr Opin Biotechnol. 2003 Apr; 14(2):226-31." 
12740584,"Allen J, Davey HM, Broadhurst D, Heald JK, Rowland JJ, Oliver SG, Kell DB","2003","Jun","High-throughput classification of yeast mutants for functional genomics using metabolic footprinting.","Allen J, Davey HM, Broadhurst D, Heald JK, Rowland JJ, Oliver SG, Kell DB.High-throughput classification of yeast mutants for functional genomics using metabolic footprinting. Nat Biotechnol. 2003 Jun; 21(6):692-6." 
12746139,"Bakshi A","2003","May-Jun","Potential adverse health effects of genetically modified crops.","Bakshi A.Potential adverse health effects of genetically modified crops. J Toxicol Environ Health B Crit Rev. 2003 May-Jun; 6(3):211-25." 
12746520,"Narasimhan K, Basheer C, Bajic VB, Swarup S","2003","May","Enhancement of plant-microbe interactions using a rhizosphere metabolomics-driven approach and its application in the removal of polychlorinated biphenyls.","Narasimhan K, Basheer C, Bajic VB, Swarup S.Enhancement of plant-microbe interactions using a rhizosphere metabolomics-driven approach and its application in the removal of polychlorinated biphenyls. Plant Physiol. 2003 May; 132(1):146-53." 
12749730,"Steele D, Kertsburg A, Soukup GA","2003","","Engineered catalytic RNA and DNA : new biochemical tools for drug discovery and design.","Steele D, Kertsburg A, Soukup GA.Engineered catalytic RNA and DNA : new biochemical tools for drug discovery and design. Am J Pharmacogenomics. 2003; 3(2):131-44." 
12771369,"German JB, Roberts MA, Watkins SM","2003","Jun","Genomics and metabolomics as markers for the interaction of diet and health: lessons from lipids.","German JB, Roberts MA, Watkins SM.Genomics and metabolomics as markers for the interaction of diet and health: lessons from lipids. J Nutr. 2003 Jun; 133(6 Suppl 1):2078S-2083S." 
12771372,"Noguchi Y, Sakai R, Kimura T","2003","Jun","Metabolomics and its potential for assessment of adequacy and safety of amino acid intake.","Noguchi Y, Sakai R, Kimura T.Metabolomics and its potential for assessment of adequacy and safety of amino acid intake. J Nutr. 2003 Jun; 133(6 Suppl 1):2097S-2100S." 
12791383,"Griffiths JR, Stubbs M","2003","","Opportunities for studying cancer by metabolomics: preliminary observations on tumors deficient in hypoxia-inducible factor 1.","Griffiths JR, Stubbs M.Opportunities for studying cancer by metabolomics: preliminary observations on tumors deficient in hypoxia-inducible factor 1. Adv Enzyme Regul. 2003; 43:67-76." 
12815367,"Amano H, Maruyama K, Naka M, Tanaka T","2003","","Target validation in hypoxia-induced vascular remodeling using transcriptome/metabolome analysis.","Amano H, Maruyama K, Naka M, Tanaka T.Target validation in hypoxia-induced vascular remodeling using transcriptome/metabolome analysis. Pharmacogenomics J. 2003; 3(3):183-8." 
12819132,"Bono H, Nikaido I, Kasukawa T, Hayashizaki Y, Okazaki Y","2003","Jun","Comprehensive analysis of the mouse metabolome based on the transcriptome.","Bono H, Nikaido I, Kasukawa T, Hayashizaki Y, Okazaki Y.Comprehensive analysis of the mouse metabolome based on the transcriptome. Genome Res. 2003 Jun; 13(6B):1345-9." 
12820363,"Mazurek S, Eigenbrodt E","2003","Mar-Apr","The tumor metabolome.","Mazurek S, Eigenbrodt E.The tumor metabolome. Anticancer Res. 2003 Mar-Apr; 23(2A):1149-54." 
12867150,"Howbrook DN, van der Valk AM, O'Shaughnessy MC, Sarker DK, Baker SC, Lloyd AW","2003","Jul","Developments in microarray technologies.","Howbrook DN, van der Valk AM, O'Shaughnessy MC, Sarker DK, Baker SC, Lloyd AW.Developments in microarray technologies. Drug Discov Today. 2003 Jul 15; 8(14):642-51." 
12872227,"Andon NL, Eckert D, Yates JR 3rd, Haynes PA","2003","Jul","High-throughput functional affinity purification of mannose binding proteins from Oryza sativa.","Andon NL, Eckert D, Yates JR 3rd, Haynes PA.High-throughput functional affinity purification of mannose binding proteins from Oryza sativa. Proteomics. 2003 Jul; 3(7):1270-8." 
12877205,"Britz-McKibbin P, Terabe S","2003","Jun","On-line preconcentration strategies for trace analysis of metabolites by capillary electrophoresis.","Britz-McKibbin P, Terabe S.On-line preconcentration strategies for trace analysis of metabolites by capillary electrophoresis. J Chromatogr A. 2003 Jun 6; 1000(1-2):917-34." 
12940935,"John S, Cesario D, Weiss JN","2003","Sep","Gap junctional hemichannels in the heart.","John S, Cesario D, Weiss JN.Gap junctional hemichannels in the heart. Acta Physiol Scand. 2003 Sep; 179(1):23-31." 
12959183,"Nicosia SV, Bai W, Cheng JQ, Coppola D, Kruk PA","2003","Aug","Oncogenic pathways implicated in ovarian epithelial cancer.","Nicosia SV, Bai W, Cheng JQ, Coppola D, Kruk PA.Oncogenic pathways implicated in ovarian epithelial cancer. Hematol Oncol Clin North Am. 2003 Aug; 17(4):927-43." 
12966569,"Yang C, Hua Q, Baba T, Mori H, Shimizu K","2003","Oct","Analysis of Escherichia coli anaplerotic metabolism and its regulation mechanisms from the metabolic responses to altered dilution rates and phosphoenolpyruvate carboxykinase knockout.","Yang C, Hua Q, Baba T, Mori H, Shimizu K.Analysis of Escherichia coli anaplerotic metabolism and its regulation mechanisms from the metabolic responses to altered dilution rates and phosphoenolpyruvate carboxykinase knockout. Biotechnol Bioeng. 2003 Oct 20; 84(2):129-44." 
14499124,"von Stockar U, Valentinotti S, Marison I, Cannizzaro C, Herwig C","2003","Aug","Know-how and know-why in biochemical engineering.","von Stockar U, Valentinotti S, Marison I, Cannizzaro C, Herwig C.Know-how and know-why in biochemical engineering. Biotechnol Adv. 2003 Aug; 21(5):417-30." 
14503007,"Weckwerth W","2003","","Metabolomics in systems biology.","Weckwerth W.Metabolomics in systems biology. Annu Rev Plant Biol. 2003; 54:669-89." 
