UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
18793413,"Lange E, Tautenhahn R, Neumann S, Gröpl C","2008","Sep","Critical assessment of alignment procedures for LC-MS proteomics and metabolomics measurements.","Lange E, Tautenhahn R, Neumann S, Gröpl C.Critical assessment of alignment procedures for LC-MS proteomics and metabolomics measurements. BMC Bioinformatics. 2008 Sep 15; 9:375." 
18929070,"Daran-Lapujade P, Daran JM, van Maris AJ, de Winde JH, Pronk JT","2009","","Chemostat-based micro-array analysis in baker's yeast.","Daran-Lapujade P, Daran JM, van Maris AJ, de Winde JH, Pronk JT.Chemostat-based micro-array analysis in baker's yeast. Adv Microb Physiol. 2009; 54:257-311." 
19030231,"Chikayama E, Suto M, Nishihara T, Shinozaki K, Kikuchi J","2008","","Systematic NMR analysis of stable isotope labeled metabolite mixtures in plant and animal systems: coarse grained views of metabolic pathways.","Chikayama E, Suto M, Nishihara T, Shinozaki K, Kikuchi J.Systematic NMR analysis of stable isotope labeled metabolite mixtures in plant and animal systems: coarse grained views of metabolic pathways. PLoS One. 2008; 3(11):e3805." 
19057187,"Kimura T, Noguchi Y, Shikata N, Takahashi M","2009","Jan","Plasma amino acid analysis for diagnosis and amino acid-based metabolic networks.","Kimura T, Noguchi Y, Shikata N, Takahashi M.Plasma amino acid analysis for diagnosis and amino acid-based metabolic networks. Curr Opin Clin Nutr Metab Care. 2009 Jan; 12(1):49-53." 
19415114,"Kind T, Scholz M, Fiehn O","2009","","How large is the metabolome? A critical analysis of data exchange practices in chemistry.","Kind T, Scholz M, Fiehn O.How large is the metabolome? A critical analysis of data exchange practices in chemistry. PLoS One. 2009; 4(5):e5440." 
19421584,"Mounicou S, Szpunar J, Lobinski R","2009","Apr","Metallomics: the concept and methodology.","Mounicou S, Szpunar J, Lobinski R.Metallomics: the concept and methodology. Chem Soc Rev. 2009 Apr; 38(4):1119-38." 
19422321,"Agúndez JA, García-Martín E, Martínez C","2009","Jun","Genetically based impairment in CYP2C8- and CYP2C9-dependent NSAID metabolism as a risk factor for gastrointestinal bleeding: is a combination of pharmacogenomics and metabolomics required to improve personalized medicine?","Agúndez JA, García-Martín E, Martínez C.Genetically based impairment in CYP2C8- and CYP2C9-dependent NSAID metabolism as a risk factor for gastrointestinal bleeding: is a combination of pharmacogenomics and metabolomics required to improve personalized medicine? Expert Opin Drug Metab Toxicol. 2009 Jun; 5(6):607-20." 
19449458,"Marziliano N, Grasso M, Pilotto A, Porcu E, Tagliani M, Disabella E, Diegoli M, Pasotti M, Favalli V, Serio A, Gambarin F, Tavazzi L, Klersy C, Arbustini E","2009","May","Transcriptomic and proteomic analysis in the cardiovascular setting: unravelling the disease?","Marziliano N, Grasso M, Pilotto A, Porcu E, Tagliani M, Disabella E, Diegoli M, Pasotti M, Favalli V, Serio A, Gambarin F, Tavazzi L, Klersy C, Arbustini E.Transcriptomic and proteomic analysis in the cardiovascular setting: unravelling the disease? J Cardiovasc Med (Hagerstown). 2009 May; 10(5):433-42." 
19497128,"Doyle MA, MacRae JI, De Souza DP, Saunders EC, McConville MJ, Likić VA","2009","Jun","LeishCyc: a biochemical pathways database for Leishmania major.","Doyle MA, MacRae JI, De Souza DP, Saunders EC, McConville MJ, Likić VA.LeishCyc: a biochemical pathways database for Leishmania major. BMC Syst Biol. 2009 Jun 5; 3:57." 
19695295,"Nishino T, Yachie-Kinoshita A, Hirayama A, Soga T, Suematsu M, Tomita M","2009","Nov","In silico modeling and metabolome analysis of long-stored erythrocytes to improve blood storage methods.","Nishino T, Yachie-Kinoshita A, Hirayama A, Soga T, Suematsu M, Tomita M.In silico modeling and metabolome analysis of long-stored erythrocytes to improve blood storage methods. J Biotechnol. 2009 Nov; 144(3):212-23." 
19768211,"Ding J, Yang S, Liang D, Chen H, Wu Z, Zhang L, Ren Y","2009","Oct","Development of extractive electrospray ionization ion trap mass spectrometry for in vivo breath analysis.","Ding J, Yang S, Liang D, Chen H, Wu Z, Zhang L, Ren Y.Development of extractive electrospray ionization ion trap mass spectrometry for in vivo breath analysis. Analyst. 2009 Oct; 134(10):2040-50." 
19847304,"Matsuda F, Shinbo Y, Oikawa A, Hirai MY, Fiehn O, Kanaya S, Saito K","2009","Oct","Assessment of metabolome annotation quality: a method for evaluating the false discovery rate of elemental composition searches.","Matsuda F, Shinbo Y, Oikawa A, Hirai MY, Fiehn O, Kanaya S, Saito K.Assessment of metabolome annotation quality: a method for evaluating the false discovery rate of elemental composition searches. PLoS One. 2009 Oct 16; 4(10):e7490." 
19904733,"Kim HK, Verpoorte R","2010","Jan-Feb","Sample preparation for plant metabolomics.","Kim HK, Verpoorte R.Sample preparation for plant metabolomics. Phytochem Anal. 2010 Jan-Feb; 21(1):4-13." 
20027228,"Grimplet J, Cramer GR, Dickerson JA, Mathiason K, Van Hemert J, Fennell AY","2009","Dec","VitisNet: 'Omics' integration through grapevine molecular networks.","Grimplet J, Cramer GR, Dickerson JA, Mathiason K, Van Hemert J, Fennell AY.VitisNet: Omics' integration through grapevine molecular networks. PLoS One. 2009 Dec 21; 4(12):e8365." 
20094653,"Kim HU, Kim TY, Lee SY","2010","Feb","Genome-scale metabolic network analysis and drug targeting of multi-drug resistant pathogen Acinetobacter baumannii AYE.","Kim HU, Kim TY, Lee SY.Genome-scale metabolic network analysis and drug targeting of multi-drug resistant pathogen Acinetobacter baumannii AYE. Mol Biosyst. 2010 Feb; 6(2):339-48." 
20109253,"Scheltema RA, Decuypere S, T'kindt R, Dujardin JC, Coombs GH, Breitling R","2010","Aug","The potential of metabolomics for Leishmania research in the post-genomics era.","Scheltema RA, Decuypere S, T'kindt R, Dujardin JC, Coombs GH, Breitling R.The potential of metabolomics for Leishmania research in the post-genomics era. Parasitology. 2010 Aug; 137(9):1291-302." 
20358043,"Wienkoop S, Weiss J, May P, Kempa S, Irgang S, Recuenco-Munoz L, Pietzke M, Schwemmer T, Rupprecht J, Egelhofer V, Weckwerth W","2010","Jun","Targeted proteomics for Chlamydomonas reinhardtii combined with rapid subcellular protein fractionation, metabolomics and metabolic flux analyses.","Wienkoop S, Weiss J, May P, Kempa S, Irgang S, Recuenco-Munoz L, Pietzke M, Schwemmer T, Rupprecht J, Egelhofer V, Weckwerth W.Targeted proteomics for Chlamydomonas reinhardtii combined with rapid subcellular protein fractionation, metabolomics and metabolic flux analyses. Mol Biosyst. 2010 Jun; 6(6):1018-31." 
20460168,"Oakman C, Tenori L, Biganzoli L, Santarpia L, Cappadona S, Luchinat C, Di Leo A","2011","Jul","Uncovering the metabolomic fingerprint of breast cancer.","Oakman C, Tenori L, Biganzoli L, Santarpia L, Cappadona S, Luchinat C, Di Leo A.Uncovering the metabolomic fingerprint of breast cancer. Int J Biochem Cell Biol. 2011 Jul; 43(7):1010-20." 
20615445,"Doerrer N, Ladics G, McClain S, Herouet-Guicheney C, Poulsen LK, Privalle L, Stagg N","2010","Dec","Evaluating biological variation in non-transgenic crops: executive summary from the ILSI Health and Environmental Sciences Institute workshop, November 16-17, 2009, Paris, France.","Doerrer N, Ladics G, McClain S, Herouet-Guicheney C, Poulsen LK, Privalle L, Stagg N.Evaluating biological variation in non-transgenic crops: executive summary from the ILSI Health and Environmental Sciences Institute workshop, November 16-17, 2009, Paris, France. Regul Toxicol Pharmacol. 2010 Dec; 58(3 Suppl):S2-7." 
20616744,"Nikkilä J, de Vos WM","2010","Sep","Advanced approaches to characterize the human intestinal microbiota by computational meta-analysis.","Nikkilä J, de Vos WM.Advanced approaches to characterize the human intestinal microbiota by computational meta-analysis. J Clin Gastroenterol. 2010 Sep; 44 Suppl 1:S2-5." 
20717559,"Dunn WB, Broadhurst DI, Atherton HJ, Goodacre R, Griffin JL","2011","Jan","Systems level studies of mammalian metabolomes: the roles of mass spectrometry and nuclear magnetic resonance spectroscopy.","Dunn WB, Broadhurst DI, Atherton HJ, Goodacre R, Griffin JL.Systems level studies of mammalian metabolomes: the roles of mass spectrometry and nuclear magnetic resonance spectroscopy. Chem Soc Rev. 2011 Jan; 40(1):387-426." 
20919825,"Wang H, Tso VK, Slupsky CM, Fedorak RN","2010","Sep","Metabolomics and detection of colorectal cancer in humans: a systematic review.","Wang H, Tso VK, Slupsky CM, Fedorak RN.Metabolomics and detection of colorectal cancer in humans: a systematic review. Future Oncol. 2010 Sep; 6(9):1395-406." 
21069230,"Hendrickx DM, Hendriks MM, Eilers PH, Smilde AK, Hoefsloot HC","2011","Feb","Reverse engineering of metabolic networks, a critical assessment.","Hendrickx DM, Hendriks MM, Eilers PH, Smilde AK, Hoefsloot HC.Reverse engineering of metabolic networks, a critical assessment. Mol Biosyst. 2011 Feb; 7(2):511-20." 
21083174,"Pelkonen O, Tolonen A, Korjamo T, Turpeinen M, Raunio H","2009","May","From known knowns to known unknowns: predicting in vivo drug metabolites.","Pelkonen O, Tolonen A, Korjamo T, Turpeinen M, Raunio H.From known knowns to known unknowns: predicting in vivo drug metabolites. Bioanalysis. 2009 May; 1(2):393-414." 
21174458,"Tautenhahn R, Patti GJ, Kalisiak E, Miyamoto T, Schmidt M, Lo FY, McBee J, Baliga NS, Siuzdak G","2011","Feb","metaXCMS: second-order analysis of untargeted metabolomics data.","Tautenhahn R, Patti GJ, Kalisiak E, Miyamoto T, Schmidt M, Lo FY, McBee J, Baliga NS, Siuzdak G.metaXCMS: second-order analysis of untargeted metabolomics data. Anal Chem. 2011 Feb 1; 83(3):696-700." 
21241200,"Christians U, Klawitter J, Klawitter J, Brunner N, Schmitz V","2011","Feb","Biomarkers of immunosuppressant organ toxicity after transplantation: status, concepts and misconceptions.","Christians U, Klawitter J, Klawitter J, Brunner N, Schmitz V.Biomarkers of immunosuppressant organ toxicity after transplantation: status, concepts and misconceptions. Expert Opin Drug Metab Toxicol. 2011 Feb; 7(2):175-200." 
21274534,"Mueller TF, Solez K, Mas V","2011","Mar","Assessment of kidney organ quality and prediction of outcome at time of transplantation.","Mueller TF, Solez K, Mas V.Assessment of kidney organ quality and prediction of outcome at time of transplantation. Semin Immunopathol. 2011 Mar; 33(2):185-99." 
21302799,"Kagadis GC, Loudos G, Katsanos K, Langer SG, Nikiforidis GC","2010","Dec","In vivo small animal imaging: current status and future prospects.","Kagadis GC, Loudos G, Katsanos K, Langer SG, Nikiforidis GC.In vivo small animal imaging: current status and future prospects. Med Phys. 2010 Dec; 37(12):6421-42." 
21679186,"Grant MM","2012","Feb","What do 'omic technologies have to offer periodontal clinical practice in the future?","Grant MM.What do 'omic technologies have to offer periodontal clinical practice in the future? J Periodontal Res. 2012 Feb; 47(1):2-14." 
21703683,"Nel-Themaat L, Nagy ZP","2011","Sep","A review of the promises and pitfalls of oocyte and embryo metabolomics.","Nel-Themaat L, Nagy ZP.A review of the promises and pitfalls of oocyte and embryo metabolomics. Placenta. 2011 Sep; 32 Suppl 3:S257-63." 
21756134,"Bazan NG, Molina MF, Gordon WC","2011","Aug","Docosahexaenoic acid signalolipidomics in nutrition: significance in aging, neuroinflammation, macular degeneration, Alzheimer's, and other neurodegenerative diseases.","Bazan NG, Molina MF, Gordon WC.Docosahexaenoic acid signalolipidomics in nutrition: significance in aging, neuroinflammation, macular degeneration, Alzheimer's, and other neurodegenerative diseases. Annu Rev Nutr. 2011 Aug 21; 31:321-51." 
21882451,"Alzate O","2010","","Neuroproteomics","Alzate O.Neuroproteomics 2010; " 
21946175,"Lee KW, Woon PS, Teo YY, Sim K","2012","Jan","Genome wide association studies (GWAS) and copy number variation (CNV) studies of the major psychoses: what have we learnt?","Lee KW, Woon PS, Teo YY, Sim K.Genome wide association studies (GWAS) and copy number variation (CNV) studies of the major psychoses: what have we learnt? Neurosci Biobehav Rev. 2012 Jan; 36(1):556-71." 
22123792,"Afendi FM, Okada T, Yamazaki M, Hirai-Morita A, Nakamura Y, Nakamura K, Ikeda S, Takahashi H, Altaf-Ul-Amin M, Darusman LK, Saito K, Kanaya S","2012","Feb","KNApSAcK family databases: integrated metabolite-plant species databases for multifaceted plant research.","Afendi FM, Okada T, Yamazaki M, Hirai-Morita A, Nakamura Y, Nakamura K, Ikeda S, Takahashi H, Altaf-Ul-Amin M, Darusman LK, Saito K, Kanaya S.KNApSAcK family databases: integrated metabolite-plant species databases for multifaceted plant research. Plant Cell Physiol. 2012 Feb; 53(2):e1." 
22152765,"Zhang S, Shang HC","2011","Dec","[Correlation between traditional Chinese medicine syndromes and omics: a literature review].","Zhang S, Shang HC.[Correlation between traditional Chinese medicine syndromes and omics: a literature review]. Zhong Xi Yi Jie He Xue Bao. 2011 Dec; 9(12):1286-91." 
22156927,"Mirnezami R, Kinross JM, Vorkas PA, Goldin R, Holmes E, Nicholson J, Darzi A","2012","May","Implementation of molecular phenotyping approaches in the personalized surgical patient journey.","Mirnezami R, Kinross JM, Vorkas PA, Goldin R, Holmes E, Nicholson J, Darzi A.Implementation of molecular phenotyping approaches in the personalized surgical patient journey. Ann Surg. 2012 May; 255(5):881-9." 
22186372,"Pick TR, Bräutigam A, Schlüter U, Denton AK, Colmsee C, Scholz U, Fahnenstich H, Pieruschka R, Rascher U, Sonnewald U, Weber AP","2011","Dec","Systems analysis of a maize leaf developmental gradient redefines the current C4 model and provides candidates for regulation.","Pick TR, Bräutigam A, Schlüter U, Denton AK, Colmsee C, Scholz U, Fahnenstich H, Pieruschka R, Rascher U, Sonnewald U, Weber AP.Systems analysis of a maize leaf developmental gradient redefines the current C4 model and provides candidates for regulation. Plant Cell. 2011 Dec; 23(12):4208-20." 
22264848,"Xu J, Zhu LY, Shen H, Zhang HM, Jia XB, Yan R, Li SL, Xu HX","2012","Mar","A critical view on spike recovery for accuracy evaluation of analytical method for medicinal herbs.","Xu J, Zhu LY, Shen H, Zhang HM, Jia XB, Yan R, Li SL, Xu HX.A critical view on spike recovery for accuracy evaluation of analytical method for medicinal herbs. J Pharm Biomed Anal. 2012 Mar 25; 62:210-5." 
22286219,"Kettunen J, Tukiainen T, Sarin AP, Ortega-Alonso A, Tikkanen E, Lyytikäinen LP, Kangas AJ, Soininen P, Würtz P, Silander K, Dick DM, Rose RJ, Savolainen MJ, Viikari J, Kähönen M, Lehtimäki T, Pietiläinen KH, Inouye M, McCarthy MI, Jula A, Eriksson J, Raitakari OT, Salomaa V, Kaprio J, Järvelin MR, Peltonen L, Perola M, Freimer NB, Ala-Korpela M, Palotie A, Ripatti S","2012","Jan","Genome-wide association study identifies multiple loci influencing human serum metabolite levels.","Kettunen J, Tukiainen T, Sarin AP, Ortega-Alonso A, Tikkanen E, Lyytikäinen LP, Kangas AJ, Soininen P, Würtz P, Silander K, Dick DM, Rose RJ, Savolainen MJ, Viikari J, Kähönen M, Lehtimäki T, Pietiläinen KH, Inouye M, McCarthy MI, Jula A, Eriksson J, Raitakari OT, Salomaa V, Kaprio J, Järvelin MR, Peltonen L, Perola M, Freimer NB, Ala-Korpela M, Palotie A, Ripatti S.Genome-wide association study identifies multiple loci influencing human serum metabolite levels. Nat Genet. 2012 Jan 29; 44(3):269-76." 
22322253,"Jia J, Yu Y, Deng JH, Robinson N, Bovey M, Cui YH, Liu HR, Ding W, Wu HG, Wang XM","2012","Apr","A review of Omics research in acupuncture: the relevance and future prospects for understanding the nature of meridians and acupoints.","Jia J, Yu Y, Deng JH, Robinson N, Bovey M, Cui YH, Liu HR, Ding W, Wu HG, Wang XM.A review of Omics research in acupuncture: the relevance and future prospects for understanding the nature of meridians and acupoints. J Ethnopharmacol. 2012 Apr 10; 140(3):594-603." 
22332076,"Moore JB, Weeks ME","2011","Jul","Proteomics and systems biology: current and future applications in the nutritional sciences.","Moore JB, Weeks ME.Proteomics and systems biology: current and future applications in the nutritional sciences. Adv Nutr. 2011 Jul; 2(4):355-64." 
22343432,"Patti GJ, Tautenhahn R, Siuzdak G","2012","Feb","Meta-analysis of untargeted metabolomic data from multiple profiling experiments.","Patti GJ, Tautenhahn R, Siuzdak G.Meta-analysis of untargeted metabolomic data from multiple profiling experiments. Nat Protoc. 2012 Feb 16; 7(3):508-16." 
22366292,"Callesen AK, Mogensen O, Jensen AK, Kruse TA, Martinussen T, Jensen ON, Madsen JS","2012","Jun","Reproducibility of mass spectrometry based protein profiles for diagnosis of ovarian cancer across clinical studies: A systematic review.","Callesen AK, Mogensen O, Jensen AK, Kruse TA, Martinussen T, Jensen ON, Madsen JS.Reproducibility of mass spectrometry based protein profiles for diagnosis of ovarian cancer across clinical studies: A systematic review. J Proteomics. 2012 Jun 6; 75(10):2758-72." 
22487726,"Uyar A, Seli E","2012","Jun","Embryo assessment strategies and their validation for clinical use: a critical analysis of methodology.","Uyar A, Seli E.Embryo assessment strategies and their validation for clinical use: a critical analysis of methodology. Curr Opin Obstet Gynecol. 2012 Jun; 24(3):141-50." 
22493606,"Pietsch K, Saul N, Swain SC, Menzel R, Steinberg CE, Stürzenbaum SR","2012","","Meta-Analysis of Global Transcriptomics Suggests that Conserved Genetic Pathways are Responsible for Quercetin and Tannic Acid Mediated Longevity in C. elegans.","Pietsch K, Saul N, Swain SC, Menzel R, Steinberg CE, Stürzenbaum SR.Meta-Analysis of Global Transcriptomics Suggests that Conserved Genetic Pathways are Responsible for Quercetin and Tannic Acid Mediated Longevity in C. elegans. Front Genet. 2012; 3:48." 
22593726,"Kohl SM, Klein MS, Hochrein J, Oefner PJ, Spang R, Gronwald W","2012","Jun","State-of-the art data normalization methods improve NMR-based metabolomic analysis.","Kohl SM, Klein MS, Hochrein J, Oefner PJ, Spang R, Gronwald W.State-of-the art data normalization methods improve NMR-based metabolomic analysis. Metabolomics. 2012 Jun; 8(Suppl 1):146-160." 
22648167,"Zhang A, Sun H, Wang X","2012","Sep","Serum metabolomics as a novel diagnostic approach for disease: a systematic review.","Zhang A, Sun H, Wang X.Serum metabolomics as a novel diagnostic approach for disease: a systematic review. Anal Bioanal Chem. 2012 Sep; 404(4):1239-45." 
22920415,"Hoffmann N, Keck M, Neuweger H, Wilhelm M, Högy P, Niehaus K, Stoye J","2012","Aug","Combining peak- and chromatogram-based retention time alignment algorithms for multiple chromatography-mass spectrometry datasets.","Hoffmann N, Keck M, Neuweger H, Wilhelm M, Högy P, Niehaus K, Stoye J.Combining peak- and chromatogram-based retention time alignment algorithms for multiple chromatography-mass spectrometry datasets. BMC Bioinformatics. 2012 Aug 27; 13:214." 
23017522,"Truong M, Yang B, Jarrard DF","2013","Feb","Toward the detection of prostate cancer in urine: a critical analysis.","Truong M, Yang B, Jarrard DF.Toward the detection of prostate cancer in urine: a critical analysis. J Urol. 2013 Feb; 189(2):422-9." 
23046449,"Zhang F, Drabier R","2012","","IPAD: the Integrated Pathway Analysis Database for Systematic Enrichment Analysis.","Zhang F, Drabier R.IPAD: the Integrated Pathway Analysis Database for Systematic Enrichment Analysis. BMC Bioinformatics. 2012; 13 Suppl 15:S7." 
23111096,"Ernest B, Gooding JR, Campagna SR, Saxton AM, Voy BH","2012","Oct","MetabR: an R script for linear model analysis of quantitative metabolomic data.","Ernest B, Gooding JR, Campagna SR, Saxton AM, Voy BH.MetabR: an R script for linear model analysis of quantitative metabolomic data. BMC Res Notes. 2012 Oct 30; 5:596." 
23121497,"Hamada AJ, Montgomery B, Agarwal A","2012","Dec","Male infertility: a critical review of pharmacologic management.","Hamada AJ, Montgomery B, Agarwal A.Male infertility: a critical review of pharmacologic management. Expert Opin Pharmacother. 2012 Dec; 13(17):2511-31." 
23129338,"Pich EM, Vargas G, Domenici E","2012","","Biomarkers for antipsychotic therapies.","Pich EM, Vargas G, Domenici E.Biomarkers for antipsychotic therapies. Handb Exp Pharmacol. 2012; (212):339-60." 
23183130,"Fond G, Macgregor A, Miot S","2013","Sep","Nanopsychiatry--the potential role of nanotechnologies in the future of psychiatry: a systematic review.","Fond G, Macgregor A, Miot S.Nanopsychiatry--the potential role of nanotechnologies in the future of psychiatry: a systematic review. Eur Neuropsychopharmacol. 2013 Sep; 23(9):1067-71." 
23195852,"Fanos V, Van den Anker J, Noto A, Mussap M, Atzori L","2013","Feb","Metabolomics in neonatology: fact or fiction?","Fanos V, Van den Anker J, Noto A, Mussap M, Atzori L.Metabolomics in neonatology: fact or fiction? Semin Fetal Neonatal Med. 2013 Feb; 18(1):3-12." 
23227785,"Wang X, Zhang A, Sun H, Wang P","2012","","Systems biology technologies enable personalized traditional Chinese medicine: a systematic review.","Wang X, Zhang A, Sun H, Wang P.Systems biology technologies enable personalized traditional Chinese medicine: a systematic review. Am J Chin Med. 2012; 40(6):1109-22." 
23242141,"Verma M, Khoury MJ, Ioannidis JP","2013","Feb","Opportunities and challenges for selected emerging technologies in cancer epidemiology: mitochondrial, epigenomic, metabolomic, and telomerase profiling.","Verma M, Khoury MJ, Ioannidis JP.Opportunities and challenges for selected emerging technologies in cancer epidemiology: mitochondrial, epigenomic, metabolomic, and telomerase profiling. Cancer Epidemiol Biomarkers Prev. 2013 Feb; 22(2):189-200." 
23245229,"Wang X, Wang Q, Zhang A, Zhang F, Zhang H, Sun H, Cao H, Zhang H","2013","Feb","Metabolomics study of intervention effects of Wen-Xin-Formula using ultra high-performance liquid chromatography/mass spectrometry coupled with pattern recognition approach.","Wang X, Wang Q, Zhang A, Zhang F, Zhang H, Sun H, Cao H, Zhang H.Metabolomics study of intervention effects of Wen-Xin-Formula using ultra high-performance liquid chromatography/mass spectrometry coupled with pattern recognition approach. J Pharm Biomed Anal. 2013 Feb 23; 74:22-30." 
23323971,"Uppal K, Soltow QA, Strobel FH, Pittard WS, Gernert KM, Yu T, Jones DP","2013","Jan","xMSanalyzer: automated pipeline for improved feature detection and downstream analysis of large-scale, non-targeted metabolomics data.","Uppal K, Soltow QA, Strobel FH, Pittard WS, Gernert KM, Yu T, Jones DP.xMSanalyzer: automated pipeline for improved feature detection and downstream analysis of large-scale, non-targeted metabolomics data. BMC Bioinformatics. 2013 Jan 16; 14:15." 
23326608,"Meng Q, Mäkinen VP, Luk H, Yang X","2013","Feb","Systems Biology Approaches and Applications in Obesity, Diabetes, and Cardiovascular Diseases.","Meng Q, Mäkinen VP, Luk H, Yang X.Systems Biology Approaches and Applications in Obesity, Diabetes, and Cardiovascular Diseases. Curr Cardiovasc Risk Rep. 2013 Feb; 7(1):73-83." 
23410622,"Dais P, Hatzakis E","2013","Feb","Quality assessment and authentication of virgin olive oil by NMR spectroscopy: a critical review.","Dais P, Hatzakis E.Quality assessment and authentication of virgin olive oil by NMR spectroscopy: a critical review. Anal Chim Acta. 2013 Feb 26; 765:1-27." 
23498694,"Oberacher H, Schubert B, Libiseller K, Schweissgut A","2013","Apr","Detection and identification of drugs and toxicants in human body fluids by liquid chromatography-tandem mass spectrometry under data-dependent acquisition control and automated database search.","Oberacher H, Schubert B, Libiseller K, Schweissgut A.Detection and identification of drugs and toxicants in human body fluids by liquid chromatography-tandem mass spectrometry under data-dependent acquisition control and automated database search. Anal Chim Acta. 2013 Apr 3; 770:121-31." 
23534704,"Sugiyama Y, Masumori N, Fukuta F, Yoneta A, Hida T, Yamashita T, Minatoya M, Nagata Y, Mori M, Tsuji H, Akaza H, Tsukamoto T","2013","","Influence of isoflavone intake and equol-producing intestinal flora on prostate cancer risk.","Sugiyama Y, Masumori N, Fukuta F, Yoneta A, Hida T, Yamashita T, Minatoya M, Nagata Y, Mori M, Tsuji H, Akaza H, Tsukamoto T.Influence of isoflavone intake and equol-producing intestinal flora on prostate cancer risk. Asian Pac J Cancer Prev. 2013; 14(1):1-4." 
23535741,"Naz S, Garcia A, Rusak M, Barbas C","2013","May","Method development and validation for rat serum fingerprinting with CE-MS: application to ventilator-induced-lung-injury study.","Naz S, Garcia A, Rusak M, Barbas C.Method development and validation for rat serum fingerprinting with CE-MS: application to ventilator-induced-lung-injury study. Anal Bioanal Chem. 2013 May; 405(14):4849-58." 
23545476,"Fond G, Miot S","2013","Sep","[Nanopsychiatry. The potential role of nanotechnologies in the future of psychiatry. A systematic review].","Fond G, Miot S.[Nanopsychiatry. The potential role of nanotechnologies in the future of psychiatry. A systematic review]. Encephale. 2013 Sep; 39(4):252-7." 
23565633,"Şerban C, Drăgan S","2014","","The relationship between inflammatory and oxidative stress biomarkers, atherosclerosis and rheumatic diseases.","Şerban C, Drăgan S.The relationship between inflammatory and oxidative stress biomarkers, atherosclerosis and rheumatic diseases. Curr Pharm Des. 2014; 20(4):585-600." 
