UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
15380661,"Ishii N, Robert M, Nakayama Y, Kanai A, Tomita M","2004","Sep","Toward large-scale modeling of the microbial cell for computer simulation.","Ishii N, Robert M, Nakayama Y, Kanai A, Tomita M.Toward large-scale modeling of the microbial cell for computer simulation. J Biotechnol. 2004 Sep 30; 113(1-3):281-94." 
15389842,"Villas-Bôas SG, Mas S, Akesson M, Smedsgaard J, Nielsen J","2005","Sep-Oct","Mass spectrometry in metabolome analysis.","Villas-Bôas SG, Mas S, Akesson M, Smedsgaard J, Nielsen J.Mass spectrometry in metabolome analysis. Mass Spectrom Rev. 2005 Sep-Oct; 24(5):613-46." 
15389859,"Brown SC, Kruppa G, Dasseux JL","2005","Mar-Apr","Metabolomics applications of FT-ICR mass spectrometry.","Brown SC, Kruppa G, Dasseux JL.Metabolomics applications of FT-ICR mass spectrometry. Mass Spectrom Rev. 2005 Mar-Apr; 24(2):223-31." 
15450501,"van der Greef J, Stroobant P, van der Heijden R","2004","Oct","The role of analytical sciences in medical systems biology.","van der Greef J, Stroobant P, van der Heijden R.The role of analytical sciences in medical systems biology. Curr Opin Chem Biol. 2004 Oct; 8(5):559-65." 
15458312,"Dharmadi Y, Gonzalez R","2004","Sep-Oct","DNA microarrays: experimental issues, data analysis, and application to bacterial systems.","Dharmadi Y, Gonzalez R.DNA microarrays: experimental issues, data analysis, and application to bacterial systems. Biotechnol Prog. 2004 Sep-Oct; 20(5):1309-24." 
15485350,"de Hoog CL, Mann M","2004","","Proteomics.","de Hoog CL, Mann M.Proteomics. Annu Rev Genomics Hum Genet. 2004; 5:267-93." 
15520026,"Krishnan P, Kruger NJ, Ratcliffe RG","2005","Jan","Metabolite fingerprinting and profiling in plants using NMR.","Krishnan P, Kruger NJ, Ratcliffe RG.Metabolite fingerprinting and profiling in plants using NMR. J Exp Bot. 2005 Jan; 56(410):255-65." 
15522124,"Whitfield PD, German AJ, Noble PJ","2004","Oct","Metabolomics: an emerging post-genomic tool for nutrition.","Whitfield PD, German AJ, Noble PJ.Metabolomics: an emerging post-genomic tool for nutrition. Br J Nutr. 2004 Oct; 92(4):549-55." 
15544433,"Griffin JL, Bollard ME","2004","Oct","Metabonomics: its potential as a tool in toxicology for safety assessment and data integration.","Griffin JL, Bollard ME.Metabonomics: its potential as a tool in toxicology for safety assessment and data integration. Curr Drug Metab. 2004 Oct; 5(5):389-98." 
15544958,"Somero GN","2004","Nov","Adaptation of enzymes to temperature: searching for basic 'strategies'.","Somero GN.Adaptation of enzymes to temperature: searching for basic strategies'. Comp Biochem Physiol B Biochem Mol Biol. 2004 Nov; 139(3):321-33." 
15545297,"Fell DA","2005","Jan","Enzymes, metabolites and fluxes.","Fell DA.Enzymes, metabolites and fluxes. J Exp Bot. 2005 Jan; 56(410):267-72." 
15561590,"Rocke DM","2004","Dec","Design and analysis of experiments with high throughput biological assay data.","Rocke DM.Design and analysis of experiments with high throughput biological assay data. Semin Cell Dev Biol. 2004 Dec; 15(6):703-13." 
15584616,"Sedová L, Seda O","2004","","[Nutrition genomics].","Sedová L, Seda O.[Nutrition genomics]. Cas Lek Cesk. 2004; 143(10):676-8; discussion 679." 
15596480,"Goodacre R","2005","Jan","Making sense of the metabolome using evolutionary computation: seeing the wood with the trees.","Goodacre R.Making sense of the metabolome using evolutionary computation: seeing the wood with the trees. J Exp Bot. 2005 Jan; 56(410):245-54." 
15614614,"Coulton G","2004","Aug","Are histochemistry and cytochemistry 'Omics'?","Coulton G.Are histochemistry and cytochemistry 'Omics'? J Mol Histol. 2004 Aug; 35(6):603-13." 
15618299,"Smedsgaard J, Nielsen J","2005","Jan","Metabolite profiling of fungi and yeast: from phenotype to metabolome by MS and informatics.","Smedsgaard J, Nielsen J.Metabolite profiling of fungi and yeast: from phenotype to metabolome by MS and informatics. J Exp Bot. 2005 Jan; 56(410):273-86." 
15629852,"van der Werf MJ","2005","Jan","Towards replacing closed with open target selection strategies.","van der Werf MJ.Towards replacing closed with open target selection strategies. Trends Biotechnol. 2005 Jan; 23(1):11-6." 
15629855,"Birkemeyer C, Luedemann A, Wagner C, Erban A, Kopka J","2005","Jan","Metabolome analysis: the potential of in vivo labeling with stable isotopes for metabolite profiling.","Birkemeyer C, Luedemann A, Wagner C, Erban A, Kopka J.Metabolome analysis: the potential of in vivo labeling with stable isotopes for metabolite profiling. Trends Biotechnol. 2005 Jan; 23(1):28-33." 
15638788,"Harrigan GG, Brackett DJ, Boros LG","2005","Jan","Medicinal chemistry, metabolic profiling and drug target discovery: a role for metabolic profiling in reverse pharmacology and chemical genetics.","Harrigan GG, Brackett DJ, Boros LG.Medicinal chemistry, metabolic profiling and drug target discovery: a role for metabolic profiling in reverse pharmacology and chemical genetics. Mini Rev Med Chem. 2005 Jan; 5(1):13-20." 
15652805,"Nam MH, Kim SI, Liu JR, Yang DC, Lim YP, Kwon KH, Yoo JS, Park YM","2005","Feb","Proteomic analysis of Korean ginseng (Panax ginseng C.A. Meyer).","Nam MH, Kim SI, Liu JR, Yang DC, Lim YP, Kwon KH, Yoo JS, Park YM.Proteomic analysis of Korean ginseng (Panax ginseng C.A. Meyer). J Chromatogr B Analyt Technol Biomed Life Sci. 2005 Feb 5; 815(1-2):147-55." 
15663322,"Fan TW, Lane AN, Higashi RM","2004","Dec","The promise of metabolomics in cancer molecular therapeutics.","Fan TW, Lane AN, Higashi RM.The promise of metabolomics in cancer molecular therapeutics. Curr Opin Mol Ther. 2004 Dec; 6(6):584-92." 
15679337,"Pauli GF, Jaki BU, Lankin DC","2005","Jan","Quantitative 1H NMR: development and potential of a method for natural products analysis.","Pauli GF, Jaki BU, Lankin DC.Quantitative 1H NMR: development and potential of a method for natural products analysis. J Nat Prod. 2005 Jan; 68(1):133-49." 
15688353,"Deuschle K, Fehr M, Hilpert M, Lager I, Lalonde S, Looger LL, Okumoto S, Persson J, Schmidt A, Frommer WB","2005","Mar","Genetically encoded sensors for metabolites.","Deuschle K, Fehr M, Hilpert M, Lager I, Lalonde S, Looger LL, Okumoto S, Persson J, Schmidt A, Frommer WB.Genetically encoded sensors for metabolites. Cytometry A. 2005 Mar; 64(1):3-9." 
15689416,"Robertson DG","2005","Jun","Metabonomics in toxicology: a review.","Robertson DG.Metabonomics in toxicology: a review. Toxicol Sci. 2005 Jun; 85(2):809-22." 
15694124,"Davey MR, Anthony P, Power JB, Lowe KC","2005","Mar","Plant protoplasts: status and biotechnological perspectives.","Davey MR, Anthony P, Power JB, Lowe KC.Plant protoplasts: status and biotechnological perspectives. Biotechnol Adv. 2005 Mar; 23(2):131-71." 
15694451,"Lange BM, Ghassemian M","2005","Feb","Comprehensive post-genomic data analysis approaches integrating biochemical pathway maps.","Lange BM, Ghassemian M.Comprehensive post-genomic data analysis approaches integrating biochemical pathway maps. Phytochemistry. 2005 Feb; 66(4):413-51." 
15701455,"Saghatelian A, Cravatt BF","2005","Feb","Global strategies to integrate the proteome and metabolome.","Saghatelian A, Cravatt BF.Global strategies to integrate the proteome and metabolome. Curr Opin Chem Biol. 2005 Feb; 9(1):62-8." 
15724961,"Tittiger C","2004","Dec","Functional genomics and insect chemical ecology.","Tittiger C.Functional genomics and insect chemical ecology. J Chem Ecol. 2004 Dec; 30(12):2335-58." 
15727037,"Ratcliffe RG, Shachar-Hill Y","2005","Feb","Revealing metabolic phenotypes in plants: inputs from NMR analysis.","Ratcliffe RG, Shachar-Hill Y.Revealing metabolic phenotypes in plants: inputs from NMR analysis. Biol Rev Camb Philos Soc. 2005 Feb; 80(1):27-43." 
15749281,"Dunckley T, Coon KD, Stephan DA","2005","Mar","Discovery and development of biomarkers of neurological disease.","Dunckley T, Coon KD, Stephan DA.Discovery and development of biomarkers of neurological disease. Drug Discov Today. 2005 Mar 1; 10(5):326-34." 
15776152,"Szpunar J","2005","Apr","Advances in analytical methodology for bioinorganic speciation analysis: metallomics, metalloproteomics and heteroatom-tagged proteomics and metabolomics.","Szpunar J.Advances in analytical methodology for bioinorganic speciation analysis: metallomics, metalloproteomics and heteroatom-tagged proteomics and metabolomics. Analyst. 2005 Apr; 130(4):442-65." 
