UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
19476335,"Xie G, Zheng X, Qi X, Cao Y, Chi Y, Su M, Ni Y, Qiu Y, Liu Y, Li H, Zhao A, Jia W","2010","Jan","Metabonomic evaluation of melamine-induced acute renal toxicity in rats.","Xie G, Zheng X, Qi X, Cao Y, Chi Y, Su M, Ni Y, Qiu Y, Liu Y, Li H, Zhao A, Jia W.Metabonomic evaluation of melamine-induced acute renal toxicity in rats. J Proteome Res. 2010 Jan; 9(1):125-33." 
19501355,"Jovanovic VP, Carmina E, Lobo RA","2010","Aug","Not all women diagnosed with PCOS share the same cardiovascular risk profiles.","Jovanovic VP, Carmina E, Lobo RA.Not all women diagnosed with PCOS share the same cardiovascular risk profiles. Fertil Steril. 2010 Aug; 94(3):826-32." 
19513827,"Bayet-Robert M, Morvan D, Chollet P, Barthomeuf C","2010","Apr","Pharmacometabolomics of docetaxel-treated human MCF7 breast cancer cells provides evidence of varying cellular responses at high and low doses.","Bayet-Robert M, Morvan D, Chollet P, Barthomeuf C.Pharmacometabolomics of docetaxel-treated human MCF7 breast cancer cells provides evidence of varying cellular responses at high and low doses. Breast Cancer Res Treat. 2010 Apr; 120(3):613-26." 
19513855,"Sugiura Y, Setou M","2010","Mar","Imaging mass spectrometry for visualization of drug and endogenous metabolite distribution: toward in situ pharmacometabolomes.","Sugiura Y, Setou M.Imaging mass spectrometry for visualization of drug and endogenous metabolite distribution: toward in situ pharmacometabolomes. J Neuroimmune Pharmacol. 2010 Mar; 5(1):31-43." 
19546342,"Lattka E, Eggers S, Moeller G, Heim K, Weber M, Mehta D, Prokisch H, Illig T, Adamski J","2010","Jan","A common FADS2 promoter polymorphism increases promoter activity and facilitates binding of transcription factor ELK1.","Lattka E, Eggers S, Moeller G, Heim K, Weber M, Mehta D, Prokisch H, Illig T, Adamski J.A common FADS2 promoter polymorphism increases promoter activity and facilitates binding of transcription factor ELK1. J Lipid Res. 2010 Jan; 51(1):182-91." 
19553094,"Lankinen M, Schwab U, Gopalacharyulu PV, Seppänen-Laakso T, Yetukuri L, Sysi-Aho M, Kallio P, Suortti T, Laaksonen DE, Gylling H, Poutanen K, Kolehmainen M, Oresic M","2010","May","Dietary carbohydrate modification alters serum metabolic profiles in individuals with the metabolic syndrome.","Lankinen M, Schwab U, Gopalacharyulu PV, Seppänen-Laakso T, Yetukuri L, Sysi-Aho M, Kallio P, Suortti T, Laaksonen DE, Gylling H, Poutanen K, Kolehmainen M, Oresic M.Dietary carbohydrate modification alters serum metabolic profiles in individuals with the metabolic syndrome. Nutr Metab Cardiovasc Dis. 2010 May; 20(4):249-57." 
19557839,"Cubbon S, Antonio C, Wilson J, Thomas-Oates J","2010","Sep-Oct","Metabolomic applications of HILIC-LC-MS.","Cubbon S, Antonio C, Wilson J, Thomas-Oates J.Metabolomic applications of HILIC-LC-MS. Mass Spectrom Rev. 2010 Sep-Oct; 29(5):671-84." 
19589524,"Seli E, Vergouw CG, Morita H, Botros L, Roos P, Lambalk CB, Yamashita N, Kato O, Sakkas D","2010","Jul","Noninvasive metabolomic profiling as an adjunct to morphology for noninvasive embryo assessment in women undergoing single embryo transfer.","Seli E, Vergouw CG, Morita H, Botros L, Roos P, Lambalk CB, Yamashita N, Kato O, Sakkas D.Noninvasive metabolomic profiling as an adjunct to morphology for noninvasive embryo assessment in women undergoing single embryo transfer. Fertil Steril. 2010 Jul; 94(2):535-42." 
19592031,"Goldsmith P, Fenton H, Morris-Stiff G, Ahmad N, Fisher J, Prasad KR","2010","May","Metabonomics: a useful tool for the future surgeon.","Goldsmith P, Fenton H, Morris-Stiff G, Ahmad N, Fisher J, Prasad KR.Metabonomics: a useful tool for the future surgeon. J Surg Res. 2010 May 1; 160(1):122-32." 
19606418,"Gu S, A J, Wang G, Zha W, Yan B, Zhang Y, Ren H, Cao B, Liu L","2010","Mar","Metabonomic profiling of liver metabolites by gas chromatography-mass spectrometry and its application to characterizing hyperlipidemia.","Gu S, A J, Wang G, Zha W, Yan B, Zhang Y, Ren H, Cao B, Liu L.Metabonomic profiling of liver metabolites by gas chromatography-mass spectrometry and its application to characterizing hyperlipidemia. Biomed Chromatogr. 2010 Mar; 24(3):245-52." 
19631771,"Gianazza E, Mainini V, Castoldi G, Chinello C, Zerbini G, Bianchi C, Galbusera C, Stella A, Mauri G, Zoppis I, Magni F, Kienle MG","2010","Jan","Different expression of fibrinopeptide A and related fragments in serum of type 1 diabetic patients with nephropathy.","Gianazza E, Mainini V, Castoldi G, Chinello C, Zerbini G, Bianchi C, Galbusera C, Stella A, Mauri G, Zoppis I, Magni F, Kienle MG.Different expression of fibrinopeptide A and related fragments in serum of type 1 diabetic patients with nephropathy. J Proteomics. 2010 Jan 3; 73(3):593-601." 
19647389,"Llorach-Asunción R, Jauregui O, Urpi-Sarda M, Andres-Lacueva C","2010","Jan","Methodological aspects for metabolome visualization and characterization: a metabolomic evaluation of the 24 h evolution of human urine after cocoa powder consumption.","Llorach-Asunción R, Jauregui O, Urpi-Sarda M, Andres-Lacueva C.Methodological aspects for metabolome visualization and characterization: a metabolomic evaluation of the 24 h evolution of human urine after cocoa powder consumption. J Pharm Biomed Anal. 2010 Jan 20; 51(2):373-81." 
19665239,"Katsiadaki I, Williams TD, Ball JS, Bean TP, Sanders MB, Wu H, Santos EM, Brown MM, Baker P, Ortega F, Falciani F, Craft JA, Tyler CR, Viant MR, Chipman JK","2010","May","Hepatic transcriptomic and metabolomic responses in the Stickleback (Gasterosteus aculeatus) exposed to ethinyl-estradiol.","Katsiadaki I, Williams TD, Ball JS, Bean TP, Sanders MB, Wu H, Santos EM, Brown MM, Baker P, Ortega F, Falciani F, Craft JA, Tyler CR, Viant MR, Chipman JK.Hepatic transcriptomic and metabolomic responses in the Stickleback (Gasterosteus aculeatus) exposed to ethinyl-estradiol. Aquat Toxicol. 2010 May 5; 97(3):174-87." 
19670000,"Bufa A, Bíró I, Poór V, Molnár G, Kovács KA, Felinger A, Jeges S, Kilár F, Gocze PM","2010","Jan","Altered urinary profiles of endogenous steroids in postmenopausal women with adenocarcinoma endometrii.","Bufa A, Bíró I, Poór V, Molnár G, Kovács KA, Felinger A, Jeges S, Kilár F, Gocze PM.Altered urinary profiles of endogenous steroids in postmenopausal women with adenocarcinoma endometrii. Gynecol Endocrinol. 2010 Jan; 26(1):10-5." 
19683082,"Sintiprungrat K, Singhto N, Sinchaikul S, Chen ST, Thongboonkerd V","2010","Jan","Alterations in cellular proteome and secretome upon differentiation from monocyte to macrophage by treatment with phorbol myristate acetate: insights into biological processes.","Sintiprungrat K, Singhto N, Sinchaikul S, Chen ST, Thongboonkerd V.Alterations in cellular proteome and secretome upon differentiation from monocyte to macrophage by treatment with phorbol myristate acetate: insights into biological processes. J Proteomics. 2010 Jan 3; 73(3):602-18." 
19691132,"Sinclair AJ, Viant MR, Ball AK, Burdon MA, Walker EA, Stewart PM, Rauz S, Young SP","2010","Feb","NMR-based metabolomic analysis of cerebrospinal fluid and serum in neurological diseases--a diagnostic tool?","Sinclair AJ, Viant MR, Ball AK, Burdon MA, Walker EA, Stewart PM, Rauz S, Young SP.NMR-based metabolomic analysis of cerebrospinal fluid and serum in neurological diseases--a diagnostic tool? NMR Biomed. 2010 Feb; 23(2):123-32." 
19700791,"Deng WJ, Nie S, Dai J, Wu JR, Zeng R","2010","Jan","Proteome, phosphoproteome, and hydroxyproteome of liver mitochondria in diabetic rats at early pathogenic stages.","Deng WJ, Nie S, Dai J, Wu JR, Zeng R.Proteome, phosphoproteome, and hydroxyproteome of liver mitochondria in diabetic rats at early pathogenic stages. Mol Cell Proteomics. 2010 Jan; 9(1):100-16." 
19701609,"Sangeetha RK, Bhaskar N, Divakar S, Baskaran V","2010","Jan","Bioavailability and metabolism of fucoxanthin in rats: structural characterization of metabolites by LC-MS (APCI).","Sangeetha RK, Bhaskar N, Divakar S, Baskaran V.Bioavailability and metabolism of fucoxanthin in rats: structural characterization of metabolites by LC-MS (APCI). Mol Cell Biochem. 2010 Jan; 333(1-2):299-310." 
19733145,"Tran MQ, Nygren Y, Lundin C, Naredi P, Björn E","2010","Jan","Evaluation of cell lysis methods for platinum metallomic studies of human malignant cells.","Tran MQ, Nygren Y, Lundin C, Naredi P, Björn E.Evaluation of cell lysis methods for platinum metallomic studies of human malignant cells. Anal Biochem. 2010 Jan 1; 396(1):76-82." 
19734566,"Kumpula LS, Mäkelä SM, Mäkinen VP, Karjalainen A, Liinamaa JM, Kaski K, Savolainen MJ, Hannuksela ML, Ala-Korpela M","2010","Feb","Characterization of metabolic interrelationships and in silico phenotyping of lipoprotein particles using self-organizing maps.","Kumpula LS, Mäkelä SM, Mäkinen VP, Karjalainen A, Liinamaa JM, Kaski K, Savolainen MJ, Hannuksela ML, Ala-Korpela M.Characterization of metabolic interrelationships and in silico phenotyping of lipoprotein particles using self-organizing maps. J Lipid Res. 2010 Feb; 51(2):431-9." 
19743067,"Lubbe A, Pomahacová B, Choi YH, Verpoorte R","2010","Jan-Feb","Analysis of metabolic variation and galanthamine content in Narcissus bulbs by 1H NMR.","Lubbe A, Pomahacová B, Choi YH, Verpoorte R.Analysis of metabolic variation and galanthamine content in Narcissus bulbs by 1H NMR. Phytochem Anal. 2010 Jan-Feb; 21(1):66-72." 
19743068,"Frédérich M, Jansen C, de Tullio P, Tits M, Demoulin V, Angenot L","2010","Jan-Feb","Metabolomic analysis of Echinacea spp. by 1H nuclear magnetic resonance spectrometry and multivariate data analysis technique.","Frédérich M, Jansen C, de Tullio P, Tits M, Demoulin V, Angenot L.Metabolomic analysis of Echinacea spp. by 1H nuclear magnetic resonance spectrometry and multivariate data analysis technique. Phytochem Anal. 2010 Jan-Feb; 21(1):61-5." 
19743069,"Glauser G, Boccard J, Rudaz S, Wolfender JL","2010","Jan-Feb","Mass spectrometry-based metabolomics oriented by correlation analysis for wound-induced molecule discovery: identification of a novel jasmonate glucoside.","Glauser G, Boccard J, Rudaz S, Wolfender JL.Mass spectrometry-based metabolomics oriented by correlation analysis for wound-induced molecule discovery: identification of a novel jasmonate glucoside. Phytochem Anal. 2010 Jan-Feb; 21(1):95-101." 
19748150,"Heino J, Calvetti D, Somersalo E","2010","Feb","Metabolica: a statistical research tool for analyzing metabolic networks.","Heino J, Calvetti D, Somersalo E.Metabolica: a statistical research tool for analyzing metabolic networks. Comput Methods Programs Biomed. 2010 Feb; 97(2):151-67." 
19757478,"Spencer NG, Eykyn TR, deSouza NM, Payne GS","2010","Feb","The effect of experimental conditions on the detection of spermine in cell extracts and tissues.","Spencer NG, Eykyn TR, deSouza NM, Payne GS.The effect of experimental conditions on the detection of spermine in cell extracts and tissues. NMR Biomed. 2010 Feb; 23(2):163-9." 
19766745,"Di Girolamo F, Alessandroni J, Somma P, Guadagni F","2010","Jan","Pre-analytical operating procedures for serum Low Molecular Weight protein profiling.","Di Girolamo F, Alessandroni J, Somma P, Guadagni F.Pre-analytical operating procedures for serum Low Molecular Weight protein profiling. J Proteomics. 2010 Jan 3; 73(3):667-77." 
19774542,"Torras-Claveria L, Berkov S, Jáuregui O, Caujapé J, Viladomat F, Codina C, Bastida J","2010","Jan-Feb","Metabolic profiling of bioactive Pancratium canariense extracts by GC-MS.","Torras-Claveria L, Berkov S, Jáuregui O, Caujapé J, Viladomat F, Codina C, Bastida J.Metabolic profiling of bioactive Pancratium canariense extracts by GC-MS. Phytochem Anal. 2010 Jan-Feb; 21(1):80-8." 
19781009,"Sanchez DH, Szymanski J, Erban A, Udvardi MK, Kopka J","2010","Apr","Mining for robust transcriptional and metabolic responses to long-term salt stress: a case study on the model legume Lotus japonicus.","Sanchez DH, Szymanski J, Erban A, Udvardi MK, Kopka J.Mining for robust transcriptional and metabolic responses to long-term salt stress: a case study on the model legume Lotus japonicus. Plant Cell Environ. 2010 Apr; 33(4):468-80." 
19781810,"Biais B, Beauvoit B, William Allwood J, Deborde C, Maucourt M, Goodacre R, Rolin D, Moing A","2010","Feb","Metabolic acclimation to hypoxia revealed by metabolite gradients in melon fruit.","Biais B, Beauvoit B, William Allwood J, Deborde C, Maucourt M, Goodacre R, Rolin D, Moing A.Metabolic acclimation to hypoxia revealed by metabolite gradients in melon fruit. J Plant Physiol. 2010 Feb 15; 167(3):242-5." 
19782151,"Bäckhed F, Crawford PA","2010","Mar","Coordinated regulation of the metabolome and lipidome at the host-microbial interface.","Bäckhed F, Crawford PA.Coordinated regulation of the metabolome and lipidome at the host-microbial interface. Biochim Biophys Acta. 2010 Mar; 1801(3):240-5." 
19782778,"Karpova MA, Moshkovskii SA, Toropygin IY, Archakov AI","2010","Jan","Cancer-specific MALDI-TOF profiles of blood serum and plasma: biological meaning and perspectives.","Karpova MA, Moshkovskii SA, Toropygin IY, Archakov AI.Cancer-specific MALDI-TOF profiles of blood serum and plasma: biological meaning and perspectives. J Proteomics. 2010 Jan 3; 73(3):537-51." 
19784948,"Wen H, Kang S, Song Y, Song Y, Sung SH, Park S","2010","Jan-Feb","Differentiation of cultivation sources of Ganoderma lucidum by NMR-based metabolomics approach.","Wen H, Kang S, Song Y, Song Y, Sung SH, Park S.Differentiation of cultivation sources of Ganoderma lucidum by NMR-based metabolomics approach. Phytochem Anal. 2010 Jan-Feb; 21(1):73-9." 
19785030,"Link H, Anselment B, Weuster-Botz D","2010","Jan-Feb","Rapid media transition: an experimental approach for steady state analysis of metabolic pathways.","Link H, Anselment B, Weuster-Botz D.Rapid media transition: an experimental approach for steady state analysis of metabolic pathways. Biotechnol Prog. 2010 Jan-Feb; 26(1):1-10." 
19785634,"Eriksson S, Palsdottir V, Garemo M, Mellström D, Strandvik B","2010","Jan","Metabolic profiles of fat and glucose differ by gender in healthy 8-year-olds.","Eriksson S, Palsdottir V, Garemo M, Mellström D, Strandvik B.Metabolic profiles of fat and glucose differ by gender in healthy 8-year-olds. Acta Paediatr. 2010 Jan; 99(1):78-82." 
19790031,"Modarai M, Yang M, Suter A, Kortenkamp A, Heinrich M","2010","Mar","Metabolomic profiling of liquid Echinacea medicinal products with in vitro inhibitory effects on cytochrome P450 3A4 (CYP3A4).","Modarai M, Yang M, Suter A, Kortenkamp A, Heinrich M.Metabolomic profiling of liquid Echinacea medicinal products with in vitro inhibitory effects on cytochrome P450 3A4 (CYP3A4). Planta Med. 2010 Mar; 76(4):378-85." 
19802714,"Zaparty M, Esser D, Gertig S, Haferkamp P, Kouril T, Manica A, Pham TK, Reimann J, Schreiber K, Sierocinski P, Teichmann D, van Wolferen M, von Jan M, Wieloch P, Albers SV, Driessen AJ, Klenk HP, Schleper C, Schomburg D, van der Oost J, Wright PC, Siebers B","2010","Jan","'Hot standards' for the thermoacidophilic archaeon Sulfolobus solfataricus.","Zaparty M, Esser D, Gertig S, Haferkamp P, Kouril T, Manica A, Pham TK, Reimann J, Schreiber K, Sierocinski P, Teichmann D, van Wolferen M, von Jan M, Wieloch P, Albers SV, Driessen AJ, Klenk HP, Schleper C, Schomburg D, van der Oost J, Wright PC, Siebers B.'Hot standards' for the thermoacidophilic archaeon Sulfolobus solfataricus. Extremophiles. 2010 Jan; 14(1):119-42." 
19806675,"Shin MH, Lee DY, Skogerson K, Wohlgemuth G, Choi IG, Fiehn O, Kim KH","2010","Feb","Global metabolic profiling of plant cell wall polysaccharide degradation by Saccharophagus degradans.","Shin MH, Lee DY, Skogerson K, Wohlgemuth G, Choi IG, Fiehn O, Kim KH.Global metabolic profiling of plant cell wall polysaccharide degradation by Saccharophagus degradans. Biotechnol Bioeng. 2010 Feb 15; 105(3):477-88." 
19807873,"Walter S, Nicholson P, Doohan FM","2010","Jan","Action and reaction of host and pathogen during Fusarium head blight disease.","Walter S, Nicholson P, Doohan FM.Action and reaction of host and pathogen during Fusarium head blight disease. New Phytol. 2010 Jan; 185(1):54-66." 
19812894,"Pracharoenwattana I, Zhou W, Smith SM","2010","Jan","Fatty acid beta-oxidation in germinating Arabidopsis seeds is supported by peroxisomal hydroxypyruvate reductase when malate dehydrogenase is absent.","Pracharoenwattana I, Zhou W, Smith SM.Fatty acid beta-oxidation in germinating Arabidopsis seeds is supported by peroxisomal hydroxypyruvate reductase when malate dehydrogenase is absent. Plant Mol Biol. 2010 Jan; 72(1-2):101-9." 
19813005,"Prince EK, Pohnert G","2010","Jan","Searching for signals in the noise: metabolomics in chemical ecology.","Prince EK, Pohnert G.Searching for signals in the noise: metabolomics in chemical ecology. Anal Bioanal Chem. 2010 Jan; 396(1):193-7." 
19814847,"Trivedi A, Kaushik P, Pandey A","2010","Jun","Identification and metabolite profiling of Sitophilus oryzae L. by 1D and 2D NMR spectroscopy.","Trivedi A, Kaushik P, Pandey A.Identification and metabolite profiling of Sitophilus oryzae L. by 1D and 2D NMR spectroscopy. Bull Entomol Res. 2010 Jun; 100(3):287-96." 
19819119,"Huhn R, Heinen A, Hollmann MW, Schlack W, Preckel B, Weber NC","2010","Dec","Cyclosporine A administered during reperfusion fails to restore cardioprotection in prediabetic Zucker obese rats in vivo.","Huhn R, Heinen A, Hollmann MW, Schlack W, Preckel B, Weber NC.Cyclosporine A administered during reperfusion fails to restore cardioprotection in prediabetic Zucker obese rats in vivo. Nutr Metab Cardiovasc Dis. 2010 Dec; 20(10):706-12." 
19819164,"Zhou M, McDonald JF, Fernández FM","2010","Jan","Optimization of a direct analysis in real time/time-of-flight mass spectrometry method for rapid serum metabolomic fingerprinting.","Zhou M, McDonald JF, Fernández FM.Optimization of a direct analysis in real time/time-of-flight mass spectrometry method for rapid serum metabolomic fingerprinting. J Am Soc Mass Spectrom. 2010 Jan; 21(1):68-75." 
19824021,"Wu XH, Yu HL, Ba ZY, Chen JY, Sun HG, Han BZ","2010","Jan","Sampling methods for NMR-based metabolomics of Staphylococcus aureus.","Wu XH, Yu HL, Ba ZY, Chen JY, Sun HG, Han BZ.Sampling methods for NMR-based metabolomics of Staphylococcus aureus. Biotechnol J. 2010 Jan; 5(1):75-84." 
19838628,"Maharjan S, Park JW, Yoon YJ, Lee HC, Sohng JK","2010","Feb","Metabolic engineering of Streptomyces venezuelae for malonyl-CoA biosynthesis to enhance heterologous production of polyketides.","Maharjan S, Park JW, Yoon YJ, Lee HC, Sohng JK.Metabolic engineering of Streptomyces venezuelae for malonyl-CoA biosynthesis to enhance heterologous production of polyketides. Biotechnol Lett. 2010 Feb; 32(2):277-82." 
19838827,"Jünger M, Bödeker B, Baumbach JI","2010","Jan","Peak assignment in multi-capillary column-ion mobility spectrometry using comparative studies with gas chromatography-mass spectrometry for VOC analysis.","Jünger M, Bödeker B, Baumbach JI.Peak assignment in multi-capillary column-ion mobility spectrometry using comparative studies with gas chromatography-mass spectrometry for VOC analysis. Anal Bioanal Chem. 2010 Jan; 396(1):471-82." 
19839013,"Peca S, Carnì M, Di Bonaventura C, Aprile T, Hagberg GE, Giallonardo AT, Manfredi M, Mangia S, Garreffa G, Maraviglia B, Giove F","2010","Feb","Metabolic correlatives of brain activity in a FOS epilepsy patient.","Peca S, Carnì M, Di Bonaventura C, Aprile T, Hagberg GE, Giallonardo AT, Manfredi M, Mangia S, Garreffa G, Maraviglia B, Giove F.Metabolic correlatives of brain activity in a FOS epilepsy patient. NMR Biomed. 2010 Feb; 23(2):170-8." 
19845817,"Catchpole G, Platzer A, Weikert C, Kempkensteffen C, Johannsen M, Krause H, Jung K, Miller K, Willmitzer L, Selbig J, Weikert S","2011","Jan","Metabolic profiling reveals key metabolic features of renal cell carcinoma.","Catchpole G, Platzer A, Weikert C, Kempkensteffen C, Johannsen M, Krause H, Jung K, Miller K, Willmitzer L, Selbig J, Weikert S.Metabolic profiling reveals key metabolic features of renal cell carcinoma. J Cell Mol Med. 2011 Jan; 15(1):109-18." 
19847666,"Brundige DR, Maga EA, Klasing KC, Murray JD","2010","Aug","Consumption of pasteurized human lysozyme transgenic goats' milk alters serum metabolite profile in young pigs.","Brundige DR, Maga EA, Klasing KC, Murray JD.Consumption of pasteurized human lysozyme transgenic goats' milk alters serum metabolite profile in young pigs. Transgenic Res. 2010 Aug; 19(4):563-74." 
19853265,"Peluffo L, Lia V, Troglia C, Maringolo C, Norma P, Escande A, Esteban Hopp H, Lytovchenko A, Fernie AR, Heinz R, Carrari F","2010","Jan","Metabolic profiles of sunflower genotypes with contrasting response to Sclerotinia sclerotiorum infection.","Peluffo L, Lia V, Troglia C, Maringolo C, Norma P, Escande A, Esteban Hopp H, Lytovchenko A, Fernie AR, Heinz R, Carrari F.Metabolic profiles of sunflower genotypes with contrasting response to Sclerotinia sclerotiorum infection. Phytochemistry. 2010 Jan; 71(1):70-80." 
19854295,"Parida SK, Kaufmann SH","2010","Feb","The quest for biomarkers in tuberculosis.","Parida SK, Kaufmann SH.The quest for biomarkers in tuberculosis. Drug Discov Today. 2010 Feb; 15(3-4):148-57." 
19854601,"Wu Q, Zhang Q, Sun B, Yan X, Tang Y, Qiao X, Chen Q, Yu S, Liang F","2010","Feb","1H NMR-based metabonomic study on the metabolic changes in the plasma of patients with functional dyspepsia and the effect of acupuncture.","Wu Q, Zhang Q, Sun B, Yan X, Tang Y, Qiao X, Chen Q, Yu S, Liang F.1H NMR-based metabonomic study on the metabolic changes in the plasma of patients with functional dyspepsia and the effect of acupuncture. J Pharm Biomed Anal. 2010 Feb 5; 51(3):698-704." 
19858196,"Islam MM, Nautiyal M, Wynn RM, Mobley JA, Chuang DT, Hutson SM","2010","Jan","Branched-chain amino acid metabolon: interaction of glutamate dehydrogenase with the mitochondrial branched-chain aminotransferase (BCATm).","Islam MM, Nautiyal M, Wynn RM, Mobley JA, Chuang DT, Hutson SM.Branched-chain amino acid metabolon: interaction of glutamate dehydrogenase with the mitochondrial branched-chain aminotransferase (BCATm). J Biol Chem. 2010 Jan 1; 285(1):265-76." 
19860485,"Wang Y, Carolan JC, Hao F, Nicholson JK, Wilkinson TL, Douglas AE","2010","Mar","Integrated metabonomic-proteomic analysis of an insect-bacterial symbiotic system.","Wang Y, Carolan JC, Hao F, Nicholson JK, Wilkinson TL, Douglas AE.Integrated metabonomic-proteomic analysis of an insect-bacterial symbiotic system. J Proteome Res. 2010 Mar 5; 9(3):1257-67." 
19860486,"Bjerrum JT, Nielsen OH, Hao F, Tang H, Nicholson JK, Wang Y, Olsen J","2010","Feb","Metabonomics in ulcerative colitis: diagnostics, biomarker identification, and insight into the pathophysiology.","Bjerrum JT, Nielsen OH, Hao F, Tang H, Nicholson JK, Wang Y, Olsen J.Metabonomics in ulcerative colitis: diagnostics, biomarker identification, and insight into the pathophysiology. J Proteome Res. 2010 Feb 5; 9(2):954-62." 
19860984,"Huber M, van de Vijver LP, Parmentier H, Savelkoul H, Coulier L, Wopereis S, Verheij E, van der Greef J, Nierop D, Hoogenboom RA","2010","Mar","Effects of organically and conventionally produced feed on biomarkers of health in a chicken model.","Huber M, van de Vijver LP, Parmentier H, Savelkoul H, Coulier L, Wopereis S, Verheij E, van der Greef J, Nierop D, Hoogenboom RA.Effects of organically and conventionally produced feed on biomarkers of health in a chicken model. Br J Nutr. 2010 Mar; 103(5):663-76." 
19861167,"Boghigian BA, Seth G, Kiss R, Pfeifer BA","2010","Mar","Metabolic flux analysis and pharmaceutical production.","Boghigian BA, Seth G, Kiss R, Pfeifer BA.Metabolic flux analysis and pharmaceutical production. Metab Eng. 2010 Mar; 12(2):81-95." 
19864339,"Tissot van Patot MC, Murray AJ, Beckey V, Cindrova-Davies T, Johns J, Zwerdlinger L, Jauniaux E, Burton GJ, Serkova NJ","2010","Jan","Human placental metabolic adaptation to chronic hypoxia, high altitude: hypoxic preconditioning.","Tissot van Patot MC, Murray AJ, Beckey V, Cindrova-Davies T, Johns J, Zwerdlinger L, Jauniaux E, Burton GJ, Serkova NJ.Human placental metabolic adaptation to chronic hypoxia, high altitude: hypoxic preconditioning. Am J Physiol Regul Integr Comp Physiol. 2010 Jan; 298(1):R166-72." 
